OBJECTID,LOC_NAME,FCSUBTYPE,SURVEY_YEAR,TRAIL,ROAD,NOTES,ACRES,DATAACCESS,MAPMETHOD,SOURCEDATE,XYACCURACY,VALID_RESULT,CREATEBY,GlobalID,Shape__Area,Shape__Length
532,,50000,,Boulevard Trail,Newfound Gap Road North,,2.16002779,Internal NPS Only,UNKN,2014/07/08 00:00:00+00,Unknown,Raw,GRSM_GIS,18e9c954-b45f-474e-95fb-84b85937e1b7,8.70E-07,0.006416108
533,,50000,,Boulevard Trail,Newfound Gap Road North,,1.34663282,Internal NPS Only,UNKN,2014/07/08 00:00:00+00,Unknown,Raw,GRSM_GIS,542a3627-d244-47cf-b978-e4ee1466cfe8,5.42E-07,0.003478414
534,,50000,,Appalachian Trail,Upper Tremont Road,,0.87165955,Internal NPS Only,UNKN,2014/07/17 00:00:00+00,Unknown,Raw,GRSM_GIS,bab08de4-8816-4d41-b53c-537d0a70bb56,3.51E-07,0.004290974
535,,50000,,Appalachian Trail,Newfound Gap Road North,,0.59059005,Internal NPS Only,UNKN,2014/07/17 00:00:00+00,Unknown,Raw,GRSM_GIS,78f2a260-7109-4c24-bba2-4ef5c5373273,2.38E-07,0.004317461
536,,50000,,Appalachian Trail,Ramsey Cascades Trailhead Parking,,0.22761213,Internal NPS Only,UNKN,2014/07/17 00:00:00+00,Unknown,Raw,GRSM_GIS,ec60f9c0-8ae9-4431-8381-d838195ad6d3,9.17E-08,0.001483422
537,,50000,,Boulevard Trail,Nfg Pullout Parking At Mp 12.98,,1.0011277,Internal NPS Only,UNKN,2014/07/17 00:00:00+00,Unknown,Raw,GRSM_GIS,b8f1227d-315b-41f6-93a3-d53a6d60c934,4.03E-07,0.003103429
538,,50000,,Appalachian Trail,Ramsey Cascades Trailhead Parking,Swain County imagery shows a longer slide than any other source.  ,0.60284486,Internal NPS Only,UNKN,2014/07/17 00:00:00+00,Unknown,Raw,GRSM_GIS,666399dd-fb0f-47b4-af68-41cdc818ee5e,2.43E-07,0.004226666
539,,50000,,Alum Cave Trail,Newfound Gap Road North,,0.45943477,Internal NPS Only,UNKN,2014/07/17 00:00:00+00,Unknown,Raw,GRSM_GIS,6f74a2d6-8141-4b82-8b20-b26f77ce7e86,1.85E-07,0.002057909
540,,50000,,Myrtle Point Trail,Alum Cave Bluffs Trailhead Parking,Ground truthing suggested.,0.61791682,Internal NPS Only,UNKN,2014/07/17 00:00:00+00,Unknown,Raw,GRSM_GIS,e4d30364-c9b0-4465-b39a-34b929a1a72a,2.49E-07,0.002289987
541,,50000,,Myrtle Point Trail,Alum Cave Bluffs Trailhead Parking,Older disturbance.,0.57917714,Internal NPS Only,UNKN,2014/07/17 00:00:00+00,Unknown,Raw,GRSM_GIS,0ccb6f12-1d13-4570-8bf1-56e372930d31,2.33E-07,0.002722226
542,,50000,,Boulevard Trail,Newfound Gap Road North,Older disturbance. ,1.20653535,Internal NPS Only,UNKN,2014/07/17 00:00:00+00,Unknown,Raw,GRSM_GIS,d61882b2-8cea-4145-bc66-c359378eac95,4.86E-07,0.004717366
543,,50000,,Boulevard Trail,Newfound Gap Road North,Older disturbance. ,0.99986195,Internal NPS Only,UNKN,2014/07/17 00:00:00+00,Unknown,Raw,GRSM_GIS,ea8e35ed-8f02-42e1-b937-a22089a9b525,4.03E-07,0.00344154
544,,50000,,Appalachian Trail,Ramsey Cascades Trailhead Parking,Older disturbance,1.24398285,Internal NPS Only,UNKN,2014/07/17 00:00:00+00,Unknown,Raw,GRSM_GIS,615fb7ca-d213-4cc0-b0ee-30f9da188af9,5.01E-07,0.005723513
545,,30000,,Lawson Cemetery Access Trail,Cades Cove Loop Road,,497.4614322,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,65def965-9d48-48a1-9512-4cfdf77fea5e,0.000200152,0.059437689
546,,18000,,Gatlinburg Trail,Gatlinburg Bypass Road,In original DB these were flagged as insect: Need further investigation! No attrib events!,0.63410971,Internal NPS Only,UNKN,2014/09/24 00:00:00+00,Unknown,Invalid,GRSM_GIS,5ec5d4d4-18f7-466f-9265-6d48d9796b9c,2.56E-07,0.002414542
547,,18000,,Old Sugarlands Trail,Twin Creeks Research Lab Access,In original DB these were flagged as insect: Need further investigation! No attrib events!,2.97762116,Internal NPS Only,UNKN,2014/09/24 00:00:00+00,Unknown,Invalid,GRSM_GIS,7f824469-a8d0-4404-899f-335b14e0e755,1.20E-06,0.00490635
548,,18000,,Two Mile Lead Concession Horse Trail,Natural Resources Center Parking #4,In original DB these were flagged as insect: Need further investigation! No attrib events!,0.14852769,Internal NPS Only,UNKN,2014/09/24 00:00:00+00,Unknown,Invalid,GRSM_GIS,402a917c-5057-435b-a793-423e81c922c7,5.98E-08,0.001096961
549,,18000,,Cove Mountain Trail,Park Headquarters Road,In original DB these were flagged as insect: Need further investigation! No attrib events!,1.60814043,Internal NPS Only,UNKN,2014/09/24 00:00:00+00,Unknown,Invalid,GRSM_GIS,add78f61-3fb0-4916-a35d-cafd9b6026da,6.48E-07,0.005025609
550,,18000,,Gatlinburg Trail,Gatlinburg Overlook Parking Area #2,In original DB these were flagged as insect: Need further investigation! No attrib events!,0.8380875,Internal NPS Only,UNKN,2015/07/21 00:00:00+00,Unknown,Invalid,GRSM_GIS,374b5e8e-bda4-4488-97e7-adcc3f09643b,3.38E-07,0.002204536
551,,18000,,Gatlinburg Trail,Gatlinburg Overlook Parking Area #1,In original DB these were flagged as insect: Need further investigation! No attrib events!,0.93410545,Internal NPS Only,UNKN,2015/07/21 00:00:00+00,Unknown,Invalid,GRSM_GIS,b1d1e52f-7d24-4250-a6d8-8ad781c5c38a,3.77E-07,0.002762159
552,,18000,,Gatlinburg Trail,Campbell Lead Road,In original DB these were flagged as insect: Need further investigation! No attrib events!,3.022507,Internal NPS Only,UNKN,2015/07/21 00:00:00+00,Unknown,Invalid,GRSM_GIS,9ee43e1b-0ed1-4258-92f8-5ddb0f188509,1.22E-06,0.004350963
553,,18000,,Baskins Creek Trail,Cherokee Orchard Road,In original DB these were flagged as insect: Need further investigation! No attrib events!,4.21649502,Internal NPS Only,UNKN,2015/07/21 00:00:00+00,Unknown,Invalid,GRSM_GIS,d54d5a99-905e-4806-a695-a489b6048168,1.70E-06,0.004811604
554,,18000,,Twin Creeks Trail,Cherokee Orchard Road,In original DB these were flagged as insect: Need further investigation! No attrib events!,5.15798201,Internal NPS Only,UNKN,2015/07/21 00:00:00+00,Unknown,Invalid,GRSM_GIS,3d960f19-aea5-4fdd-9f18-f9ab2790e441,2.08E-06,0.00610782
555,,18000,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,In original DB these were flagged as insect: Need further investigation! No attrib events!,2.38587659,Internal NPS Only,UNKN,2015/07/21 00:00:00+00,Unknown,Invalid,GRSM_GIS,7f118e3f-a0d8-4ca0-9ab9-c3ee0bc07f30,9.61E-07,0.005356374
556,,18000,,Bullhead Trail,Cherokee Orchard Road,In original DB these were flagged as insect: Need further investigation! No attrib events!,0.21738103,Internal NPS Only,UNKN,2015/07/21 00:00:00+00,Unknown,Invalid,GRSM_GIS,0af370fe-72dc-4107-9930-09b76298e264,8.76E-08,0.001154639
557,,18000,,Bullhead Trail,Cherokee Orchard Road,In original DB these were flagged as insect: Need further investigation! No attrib events!,1.4335443,Internal NPS Only,UNKN,2015/07/21 00:00:00+00,Unknown,Invalid,GRSM_GIS,ba088871-aab0-4b58-8700-f6f896af5b64,5.77E-07,0.003585642
558,,18000,,Two Mile Lead Concession Horse Trail,Natural Resources Center Parking #4,In original DB these were flagged as insect: Need further investigation! No attrib events!,3.61166978,Internal NPS Only,UNKN,2015/07/21 00:00:00+00,Unknown,Invalid,GRSM_GIS,1e14754f-dd1f-4c27-89a4-05d9d68c6674,1.46E-06,0.005144395
559,,18000,,Hickory Flats Quiet Walkway,Fighting Creek Gap Road,In original DB these were flagged as insect: Need further investigation! No attrib events!,0.82036839,Internal NPS Only,UNKN,2015/07/21 00:00:00+00,Unknown,Invalid,GRSM_GIS,7d2caf4f-c5fa-4322-9ee8-23351f3a8016,3.31E-07,0.002241855
560,,18000,,Conner @ Hickory Flats Cemetery Access,Lakeview Drive East,In original DB these were flagged as insect: Need further investigation! No attrib events!,1.25484136,Internal NPS Only,UNKN,2014/09/24 00:00:00+00,Unknown,Invalid,GRSM_GIS,b0ad4b86-b6f6-4ef2-9702-62a2d2ffae06,5.04E-07,0.003176172
561,,18000,,Gatlinburg Trail,Campbell Lead Road,In original DB these were flagged as insect: Need further investigation! No attrib events!,5.74693992,Internal NPS Only,UNKN,2015/10/05 00:00:00+00,Unknown,Invalid,GRSM_GIS,399f5310-74d9-4f21-a995-1a35e96c0f38,2.32E-06,0.00667734
562,,90000,2016,Chasteen Creek Trail,Bradley Fork Trailhead Parking,The affected area is around 75 feet in length that affects the edge of the trail. The slide area goes all the way from the edge of the trail down to the creek 200' below.,0.02142095,Internal NPS Only,HDIG,,Unknown,Valid,GRSM_GIS,1ab0f361-2804-40bc-bc9f-680e53d65196,8.62E-09,0.000487467
563,Landslide_111,50000,,Balsam Mountain Trail,Balsam Mountain Road ,,0.7116446,Internal NPS Only,HDIG,2016/08/16 00:00:00+00,Unknown,Raw,GRSM_GIS,c75b05b2-4974-46eb-b9ba-8e3e7bc7617f,2.87E-07,0.005699231
564,Landslide_113,50000,,Alum Cave Trail,Alum Cave Bluffs Trailhead Parking,,1.00449777,Internal NPS Only,HDIG,2016/08/16 00:00:00+00,Unknown,Raw,GRSM_GIS,6f57f4f1-6a46-4ddc-b318-d38e6b62418f,4.05E-07,0.00401396
565,Landslide_114,50000,,Bullhead Trail,Newfound Gap Pullout Parking At Milepost 9.48,,1.56797529,Internal NPS Only,HDIG,,Unknown,Raw,GRSM_GIS,cacbffb0-6b45-4699-b2a1-1b313b4f89aa,6.32E-07,0.006961046
566,Landslide_112,50000,,Chimney Tops Trail,Newfound Gap Road North,,0.21181983,Internal NPS Only,HDIG,2016/08/16 00:00:00+00,Unknown,Raw,GRSM_GIS,96eb64f5-7de7-4481-9d46-89c69af73649,8.53E-08,0.001620001
567,Landslide_115,50000,,Alum Cave Trail,Alum Cave Bluffs Trailhead Parking,,0.40687226,Internal NPS Only,HDIG,,Unknown,Raw,GRSM_GIS,6d573bcf-3a44-479d-93e2-32a03c1eabed,1.64E-07,0.00228207
568,Landslide_116,50000,,Alum Cave Trail,Alum Cave Bluffs Trailhead Overflow Parking,,2.49440259,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,aeae8a25-c6a0-4d3b-b047-4002c98dc4bf,1.00E-06,0.010611963
569,Landslide_117,50000,,Boulevard Trail,Newfound Gap Road North,,1.04019307,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,daed6741-26c5-452d-8aee-648ec682f95e,4.19E-07,0.005503682
570,Landslide_118,50000,,Boulevard Trail,Newfound Gap Road North,,1.21687228,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,69d4fe46-f957-438b-9ade-3ea33741b0e4,4.90E-07,0.003869542
571,Landslide_119,50000,,Road Prong Trail,Indian Gap Road Parking,,1.64409231,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,76aa3ed3-5e6b-48d3-a414-571587f45ecc,6.62E-07,0.006018264
572,Landslide_120,50000,,Road Prong Trail,Indian Gap Road Parking,,1.1502514,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,bd38312f-cf42-4c15-aba7-cae66ac519f5,4.63E-07,0.004509953
573,Landslide_121,50000,,Boulevard Trail,Newfound Gap Road North,,1.15817311,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Invalid,GRSM_GIS,29f96858-47f0-43f6-a7c5-2d82d9259f83,4.66E-07,0.003321552
574,Landslide_122,50000,,Boulevard Trail,Newfound Gap Road North,,6.27853087,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Invalid,GRSM_GIS,79a8ba06-88c8-46a5-9145-49373224f117,2.53E-06,0.009807005
575,Landslide_123,50000,,Boulevard Trail,Newfound Gap Road North,,1.62575916,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Invalid,GRSM_GIS,ed6d0f49-634f-478e-bcb3-c5d47893e29a,6.55E-07,0.009344267
576,Landslide_124,50000,,Boulevard Trail,Newfound Gap Road North,,1.30806443,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Invalid,GRSM_GIS,e972b7fd-e5a4-4f0c-8d1f-aa918d6cc205,5.27E-07,0.006882508
577,Landslide_125,50000,,Boulevard Trail,Newfound Gap Road North,,3.41377716,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Invalid,GRSM_GIS,62919357-3400-4787-9711-488848bb6441,1.37E-06,0.006766971
578,Landslide_126,50000,,Boulevard Trail,Newfound Gap Road North,,0.60273759,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Invalid,GRSM_GIS,d4663a9e-4478-4ede-80ea-5f1cd08f7acc,2.43E-07,0.002766006
579,Landslide_127,50000,,Boulevard Trail,Newfound Gap Road North,,1.46211494,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Invalid,GRSM_GIS,bec84eab-cdf8-4d01-9ef5-5c2c8734ff6d,5.89E-07,0.007124402
580,Landslide_128,50000,,Boulevard Trail,Newfound Gap Road North,,1.46565484,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Invalid,GRSM_GIS,59158cc9-25c2-4e07-809f-c95a39a5c7be,5.90E-07,0.005150875
581,Landslide_129,50000,,Boulevard Trail,Newfound Gap Road North,,0.89036306,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Invalid,GRSM_GIS,6d9617d6-bb39-4dce-9f26-d7a1f0e6f93b,3.58E-07,0.003915185
582,Landslide_130,50000,,Appalachian Trail,Newfound Gap Road North,,0.18489406,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Invalid,GRSM_GIS,86769e15-bbae-4f10-af3c-f8d435d9b681,7.44E-08,0.001405283
583,Landslide_131,50000,,Appalachian Trail,Newfound Gap Road North,,0.31649926,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Invalid,GRSM_GIS,1724ab9c-8a53-4564-aef3-a50930d11a7c,1.27E-07,0.001888164
584,Landslide_133,50000,,Boulevard Trail,Newfound Gap Road North,,0.76205348,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Invalid,GRSM_GIS,91f288ef-bf9a-4b47-aae0-e8b5cacd2d64,3.07E-07,0.003392968
585,Landslide_132,50000,,Boulevard Trail,Newfound Gap Road North,,1.62718352,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,4c7ca9e2-f34a-4be5-9559-eced0f186131,6.55E-07,0.00862299
586,Landslide_134,50000,,Boulevard Trail,Newfound Gap Road North,,1.09850083,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,2715d3d7-8aa4-44a8-ba5b-084ff3ee63b4,4.42E-07,0.004778964
587,Landslide_135,50000,,Boulevard Trail,Newfound Gap Pullout Parking At Milepost 12.98,,0.20681522,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,29c9a63d-9a02-4da4-8f9a-34ee30d7507e,8.33E-08,0.001515625
588,Landslide_136,50000,,Appalachian Trail,Newfound Gap Road North,,1.34588021,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,ad14e9ad-fb36-4539-938f-8e9b2902d783,5.42E-07,0.003818213
589,Landslide_137,50000,,Appalachian Trail,Newfound Gap Road North,,0.40166374,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,6927bb89-8f40-4bc3-a498-7f3b236eeba5,1.62E-07,0.002805286
590,Landslide_138,50000,,Appalachian Trail,Newfound Gap Road North,,0.51249261,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,9b0f4e3b-5d88-41e2-a8fb-fa4c13b86204,2.06E-07,0.00260871
591,Landslide_139,50000,,Appalachian Trail,Newfound Gap Road North,,0.42754066,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,0489d37d-0d47-4de6-80b9-ea0d603abf7e,1.72E-07,0.002081692
592,Landslide_140,50000,,Appalachian Trail,Newfound Gap Road North,,0.13603941,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,60704d82-24da-4a87-837b-be46066656d3,5.48E-08,0.001666746
593,Landslide_141,50000,,Appalachian Trail,Newfound Gap Road North,,0.07434756,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,b26eedcf-07c0-4ded-863d-405425fb9b58,2.99E-08,0.001113736
594,Landslide_142,50000,,Appalachian Trail,Newfound Gap Road North,,0.28635955,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,f60343cd-7c7b-48e2-b3af-cca93b41ca48,1.15E-07,0.001725312
595,Landslide_143,50000,,Appalachian Trail,Newfound Gap Road North,,0.29343783,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,231dbca0-96c5-4570-9c91-e9e5c029dc8f,1.18E-07,0.002565289
596,Landslide_144,50000,,Appalachian Trail,Newfound Gap Road North,,0.1627897,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,11fa6962-3eeb-4c1a-8504-b3374a0fa33e,6.56E-08,0.001298365
597,Landslide_145,50000,,Appalachian Trail,Newfound Gap Road North,,1.53009947,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,dd2c4a31-df9b-49e7-924a-6457bc70421b,6.16E-07,0.006494067
598,Landslide_146,50000,,Appalachian Trail,Oconaluftee River Parking #4,,4.01822234,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,a28a5287-1ef9-4295-b86a-a1d8dea3cbb1,1.62E-06,0.011278731
599,Landslide_147,50000,,Appalachian Trail,Oconaluftee River Parking #4,,0.41214255,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,6f1d01d3-d457-4308-9ca1-fcb63f76d1a5,1.66E-07,0.004206383
600,Landslide_148,50000,,Boulevard Trail,Newfound Gap Road North,,0.41577807,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,3f757834-91fa-4c7e-b65f-06dc42a1acb3,1.67E-07,0.002925015
601,Landslide_149,50000,,Boulevard Trail,Newfound Gap Pullout Parking At Milepost 12.98,,0.30359427,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,465b253d-e2bb-4a13-89cd-092799e88cec,1.22E-07,0.003176631
602,Landslide_150,50000,,Appalachian Trail,Ramsey Cascades Trailhead Parking,,0.15011303,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,866fdacf-d5fd-4ad4-99c0-953332a64bf4,6.05E-08,0.001445544
603,Landslide_151,50000,,Appalachian Trail,Ramsey Cascades Trailhead Parking,,0.29835685,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,eb1017b2-9b17-4075-9770-c2017a166b6e,1.20E-07,0.001526027
604,Landslide_152,50000,,Appalachian Trail,Straight Fork Road,,0.15360277,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,fb0ef8ab-d522-42e3-9359-e2e211c296c8,6.19E-08,0.001123066
605,Landslide_153,50000,,Appalachian Trail,Ramsey Cascades Trailhead Parking,,0.26451439,Internal NPS Only,HDIG,2016/08/18 00:00:00+00,Unknown,Raw,GRSM_GIS,a8f73683-0543-4018-98e7-ff490e38a80d,1.07E-07,0.002232958
606,Landslide_154,50000,,Appalachian Trail,Beech Gap Trailhead Parking #2,,0.60789451,Internal NPS Only,HDIG,2016/08/23 00:00:00+00,Unknown,Raw,GRSM_GIS,3ee9047e-5520-41b9-8fd4-54b6e0b804da,2.45E-07,0.004361381
607,Landslide_155,50000,,Appalachian Trail,Beech Gap Trailhead Parking #2,,0.06090457,Internal NPS Only,HDIG,2016/08/23 00:00:00+00,Unknown,Raw,GRSM_GIS,0598a556-a5c4-43b4-99af-e6f1d4ea8201,2.45E-08,0.001201515
608,,18000,,Twin Creeks Trail,Cherokee Orchard Road,,23.89120055,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,dd0142c3-608d-4a86-b85c-cf20295ba2f6,9.63E-06,0.012436538
609,,30000,,Thomas Divide Trail,Newfound Gap Road South,,376.4590586,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,1b62c87f-beec-48bd-a2b6-5e8a6b396258,0.000151442,0.05051787
